id,name,code,phone,address,town,is_active,district,state,geo_group,area,branch,current_balance
CUST-KB-0133,"HAMIDAH STORE",KB0133,601288331122,"BATU 3, JALAN SEGAMA, LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0134,"INTAN MART",KB0134,601355663322,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0135,"JALAN STORE",KB0135,,"BATU 12, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0136,"KARYA MART",KB0136,601677114455,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0137,"LIDYA STORE",KB0137,601455221166,"PEKAN BELURAN, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0138,"MAJU MART",KB0138,601288442211,"PEKAN TONGOD, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0139,"NADIR STORE",KB0139,601355771122,"BANDAR LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0140,"OASIS MART",KB0140,,"BATU 8, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0141,"PUTERI STORE",KB0141,601677331166,"KG SIMPANG SAPI NANGOH, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0142,"QAWI MART",KB0142,601455331177,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0143,"RAJA STORE",KB0143,601288113344,"BATU 1, JALAN SEGAMA, LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0144,"SUTERA MART",KB0144,601355221133,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0145,"TULIP STORE",KB0145,,"BATU 32, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0146,"UNI MART",KB0146,601677221144,"KG PARIS 3, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0147,"VISI STORE",KB0147,601455112255,"PEKAN TONGOD, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0148,"WARISAN MART",KB0148,601288334411,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0149,"XCEL STORE",KB0149,601355441122,"BATU 7, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0150,"YUSUF MART",KB0150,,"PEKAN BELURAN, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0151,"ZAITUN STORE",KB0151,601677443311,"BATU 12, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0152,"AL-FATEH MART",KB0152,601455663311,"KG NANGOH, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0153,"BERKAT STORE",KB0153,601288551122,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0154,"CEMPKA MART",KB0154,601355331144,"BANDAR LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0155,"DEDIKASI STORE",KB0155,,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0156,"EMAS MART",KB0156,601677112255,"BATU 8, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0157,"FAJAR STORE",KB0157,601455223311,"KG SIMPANG ENTILIBON, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0158,"GURUH MART",KB0158,601288331144,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0159,"HASRAT STORE",KB0159,601355441133,"PEKAN BELURAN, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0160,"ILHAM MART",KB0160,,"BATU 1, JALAN SEGAMA, LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0161,"JASA STORE",KB0161,601677334411,"BATU 32, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0162,"KEKAL MART",KB0162,601455441122,"PEKAN TONGOD, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0163,"LESTARI STORE",KB0163,601288112244,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0164,"MADU MART",KB0164,601355221155,"BATU 7, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0165,"NUSA STORE",KB0165,,"KG NANGOH, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0166,"OBOR MART",KB0166,601677224411,"KG PARIS 2, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0167,"PUJA STORE",KB0167,601455113322,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0168,"QALBI MART",KB0168,601288331155,"BANDAR LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0169,"RESTU STORE",KB0169,601355442233,"BATU 12, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0170,"SINAR MART",KB0170,,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0171,"TULUS STORE",KB0171,601677112233,"PEKAN BELURAN, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0172,"UTAMA MART",KB0172,601455331144,"BATU 8, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0173,"WAJA STORE",KB0173,601288441122,"PEKAN TONGOD, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0174,"X-TRA MART",KB0174,601355112255,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0175,"YAKIN STORE",KB0175,,"BATU 1, JALAN SEGAMA, LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0176,"ZAFIR MART",KB0176,601677223311,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0177,"AMAL STORE",KB0177,601455661122,"BATU 32, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0178,"ELOK STORE",KB0181,601677331122,"BATU 7, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0179,"FOKUS MART",KB0182,601455112233,"BANDAR LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0180,"GIGIH STORE",KB0183,601288223311,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0181,"HALUS MART",KB0184,601355331166,"BATU 12, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0182,"IKAL STORE",KB0185,,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
CUST-KB-0183,"JUJUR MART",KB0186,601677441122,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0184,"KUKUH STORE",KB0187,601455221133,"PEKAN BELURAN, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0185,"LANCAR MART",KB0188,601288331111,"BATU 8, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0186,"MURNI STORE",KB0189,601355112266,"PEKAN TONGOD, TONGOD",TONGOD,true,TONGOD,Sabah,East Coast Sabah,TONGOD,Kinabatangan,0
CUST-KB-0187,"NYALA MART",KB0190,,"BATU 1, JALAN SEGAMA, LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0188,"PADU STORE",KB0191,601677113311,"BATU 32, SANDAKAN",SANDAKAN,true,SANDAKAN,Sabah,East Coast Sabah,SANDAKAN,Kinabatangan,0
CUST-KB-0189,"REZEKI MART",KB0192,601455331122,"KG NANGOH, BELURAN",BELURAN,true,BELURAN,Sabah,East Coast Sabah,BELURAN,Kinabatangan,0
CUST-KB-0190,"SEGAR STORE",KB0193,601288441133,"PEKAN KOTA KINABATANGAN","KOTA KINABATANGAN",true,"KOTA KINABATANGAN",Sabah,East Coast Sabah,"KOTA KINABATANGAN",Kinabatangan,0
CUST-KB-0191,"TEKAD MART",KB0194,601355221166,"KG BUKIT GARAM, KINABATANGAN",KINABATANGAN,true,KINABATANGAN,Sabah,East Coast Sabah,KINABATANGAN,Kinabatangan,0
CUST-KB-0192,"UNGGUL STORE",KB0195,,"BANDAR LAHAD DATU","LAHAD DATU",true,"LAHAD DATU",Sabah,East Coast Sabah,"LAHAD DATU",Kinabatangan,0
CUST-KB-0193,"VOKAL MART",KB0196,601677221133,"PEKAN KUNAK, KUNAK",KUNAK,true,KUNAK,Sabah,East Coast Sabah,KUNAK,Kinabatangan,0
